filename
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0001_philips_15_55_M.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0001_philips_15_55_M_neg.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0002_philips_15_56_M.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0002_philips_15_56_M_neg.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0003_philips_15_63_F.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0003_philips_15_63_F_neg.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0008_philips_15_60_F.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0008_philips_15_60_F_neg.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0060_philips_3_29_M.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0060_philips_3_29_M_neg.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0061_philips_3_55_F.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0061_philips_3_55_F_neg.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0062_philips_3_52_F.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0062_philips_3_52_F_neg.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0063_philips_3_53_M.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0063_philips_3_53_M_neg.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0120_siemens_15_58_F.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0120_siemens_15_58_F_neg.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0121_siemens_15_61_M.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0121_siemens_15_61_M_neg.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0122_siemens_15_53_F.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0122_siemens_15_53_F_neg.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0123_siemens_15_58_M.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0123_siemens_15_58_M_neg.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0180_siemens_3_39_F.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0180_siemens_3_39_F_neg.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0181_siemens_3_36_F.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0181_siemens_3_36_F_neg.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0183_siemens_3_58_M.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0183_siemens_3_58_M_neg.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0184_siemens_3_60_M.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0184_siemens_3_60_M_neg.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0240_ge_15_60_F.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0240_ge_15_60_F_neg.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0242_ge_15_55_F.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0242_ge_15_55_F_neg.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0245_ge_15_48_M.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0245_ge_15_48_M_neg.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0247_ge_15_53_M.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0247_ge_15_53_M_neg.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0300_ge_3_58_M.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0300_ge_3_58_M_neg.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0302_ge_3_56_F.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0302_ge_3_56_F_neg.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0303_ge_3_53_M.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0303_ge_3_53_M_neg.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0304_ge_3_57_F.nii
C:\Users\malav\OneDrive\Desktop\btp\skull_stripping\New folder\data\train_set\CC0304_ge_3_57_F_neg.nii
